"A2A.MI","AMP.MI","ATL.MI","AZM.MI","BGN.MI","BMED.MI","BAMI.MI","BPE.MI","BZU.MI","CPR.MI","CNHI.MI","DIA.MI","ENEL.MI","ENI.MI","EXO.MI","FBK.MI","G.MI","HER.MI","IP.MI","ISP.MI","LDO.MI","MB.MI","MONC.MI","PRY.MI","REC.MI","SPM.MI","SRG.MI","STLA.MI","STM.MI","TIT.MI","TEN.MI","TRN.MI","UCG.MI","UNI.MI","date"
1.251752,11.912315,22.887568,13.628964,23.040831,5.622803,2.836857,4.791638,21.160713,6.062888,9.627747,65.319412,4.128869,10.749459,49.828056,6.684523,12.644812,2.484107,24.085421,2.095369,14.795617,7.784402,20.532612,24.422983,32.387432,3.514106,3.25926,6.918027,13.250152,0.793066,12.499494,4.196032,14.614777,3.635833,"2017-07-17"
1.235373,11.83401,23.227253,13.704472,23.165377,5.542911,2.813337,4.635765,20.877941,6.033692,9.627747,65.98159,4.160746,10.692497,49.142799,6.634091,12.465222,2.475008,24.300119,2.095369,14.586693,7.624478,20.513493,23.906567,32.469707,3.430485,3.237576,6.831802,13.039833,0.802316,12.298453,4.176958,14.356565,3.582555,"2017-07-18"
1.233649,11.912315,23.566942,13.674269,23.48089,5.516281,2.813337,4.666554,20.67058,6.028827,9.702092,66.170776,4.16578,10.684361,49.877003,6.620337,12.424405,2.491386,24.592892,2.085148,14.624679,7.624478,20.398787,24.182585,32.460564,3.380709,3.289284,6.92466,13.431793,0.810592,12.420826,4.258452,14.485672,3.571531,"2017-07-19"
1.235373,11.794856,23.686291,13.568558,23.364649,5.569542,2.813337,4.666554,21.009905,6.043425,9.451177,66.549164,4.127192,10.700634,48.790379,6.601997,12.424405,2.465909,24.534336,2.093909,14.529714,7.594222,20.513493,23.88876,33.347267,3.376728,3.302628,6.831802,13.527391,0.794526,12.211044,4.220306,14.502886,3.551322,"2017-07-20"
1.224166,11.863375,23.309879,13.628964,23.040831,5.516281,2.766297,4.541471,20.482061,5.965571,9.237432,66.35997,4.118804,10.611124,47.968071,6.551566,12.269305,2.511405,24.475782,2.082227,14.301797,7.499133,20.341433,23.443573,32.460564,3.344872,3.304296,6.652715,13.431793,0.791118,11.948815,4.21337,14.210246,3.558671,"2017-07-21"
1.229338,11.912315,23.410868,13.802629,23.539011,5.565737,2.845903,4.510683,20.830816,5.936375,9.22814,66.738358,4.152985,10.627399,48.526066,6.666184,12.220325,2.529604,24.914942,2.090988,14.244818,7.529388,20.264963,23.514801,33.009037,3.404602,3.335988,6.659348,13.613431,0.821303,11.887631,4.21337,14.416815,3.615624,"2017-07-24"
1.221579,11.716551,23.55776,13.885687,23.771494,5.630411,2.840475,4.491439,20.529192,6.009363,9.167734,66.07618,4.100004,10.733184,48.389015,6.744124,12.514201,2.524144,24.836868,2.10705,14.729141,7.555321,20.532612,23.488092,32.981617,3.358809,3.329317,6.672614,13.699471,0.834934,12.062449,4.197765,14.649204,3.645019,"2017-07-25"
1.245718,11.961257,23.594484,13.840384,23.67186,5.638019,2.840475,4.437557,20.614023,6.10668,9.218845,69.33979,4.151275,10.790147,48.702271,6.739539,12.538691,2.529604,24.944218,2.118732,14.5677,7.637445,20.35099,23.84424,32.999901,3.424511,3.327648,6.738941,13.976711,0.843697,12.053707,4.239379,14.588955,3.661555,"2017-07-26"
1.239683,11.745915,23.594484,14.263222,24.327795,5.782585,2.831429,4.502985,20.491489,6.131011,9.158441,69.907379,4.17862,10.757597,49.436481,6.849573,12.571343,2.476828,25.383377,2.121652,14.615183,7.689312,21.364241,24.12916,32.926765,3.396637,3.362676,6.732308,13.957593,0.843211,11.896371,4.209902,14.588955,3.646857,"2017-07-27"
1.222442,11.745915,23.364967,14.165064,24.468946,5.634216,2.784389,4.526077,20.057909,6.033692,9.032982,69.103302,4.113677,10.790147,49.191746,6.812895,12.465222,2.45317,25.207714,2.120192,14.263811,7.654733,21.603212,23.737396,32.634247,3.448403,3.304296,6.738941,13.603869,0.831526,11.896371,4.15962,14.416815,3.593578,"2017-07-28"
1.239683,11.882951,23.585302,14.300974,24.909004,5.622803,2.795245,4.476044,20.171015,6.087217,9.107328,69.623573,4.122221,10.879658,49.53437,6.799141,12.514201,2.484107,25.110123,2.126033,13.98841,7.620155,21.698805,24.084641,32.999901,3.444422,3.332652,6.765473,13.795073,0.847592,11.704072,4.183894,14.322138,3.637671,"2017-07-31"
1.233649,11.785068,23.778097,14.27077,25.174702,5.645628,2.793435,4.502985,20.416082,6.101814,9.093389,69.43438,4.176911,10.961031,50.121738,6.81748,12.571343,2.502306,25.656631,2.128953,14.0169,7.602866,21.488504,24.271618,32.780506,3.440439,3.37602,6.785371,13.737713,0.846618,11.459325,4.251516,14.477064,3.595415,"2017-08-01"
1.226752,11.912315,23.897448,14.202814,24.659918,5.672259,2.851331,4.468347,19.935371,6.121278,9.009748,69.056,4.170075,11.009855,49.974892,6.803725,12.922361,2.489567,25.071087,2.117272,13.82697,7.676345,21.383358,24.280525,32.487988,3.42053,3.381024,6.672614,13.861992,0.849053,11.345695,4.241113,14.313532,3.630322,"2017-08-02"
1.231062,11.726338,24.108604,14.300974,24.535372,5.626606,2.880278,4.554943,20.265272,6.009363,9.116622,69.103302,4.221346,10.985443,50.415424,6.744124,12.938688,2.487747,24.80759,2.117272,13.76999,7.788724,21.526743,23.862049,32.597679,3.392656,3.379356,6.725677,14.024514,0.847592,10.52405,4.282727,15.337771,3.645019,"2017-08-03"
1.232787,11.696974,24.126965,14.346278,24.693129,5.630411,2.949028,4.830125,20.227568,5.950973,9.186319,68.961395,4.258945,11.02613,50.904892,6.854157,13.003993,2.480467,24.270842,2.131874,13.969418,7.775757,21.459829,24.20039,32.689091,3.42252,3.382692,6.792004,13.928913,0.852461,10.611459,4.32434,15.39802,3.729531,"2017-08-04"
1.22589,11.550151,24.016798,14.248119,24.71804,5.660845,3.023206,4.764697,20.105036,5.916912,9.269958,68.677605,4.257236,11.042404,51.100677,6.927513,13.126442,2.495026,24.729517,2.137714,13.864956,7.857881,21.459829,24.040121,32.506275,3.432475,3.361008,6.772105,14.01495,0.86171,10.454122,4.313936,15.793943,3.738717,"2017-08-07"
1.237959,11.550151,23.961712,14.27077,25.324158,5.649433,3.046726,4.762772,19.83169,5.887716,9.339658,68.062721,4.281163,11.017992,51.100677,6.945852,13.077463,2.496846,24.300119,2.133334,13.76999,7.836268,21.507626,24.075739,32.43314,3.40062,3.382692,6.765473,14.167911,0.843697,10.550272,4.313936,15.776729,3.69095,"2017-08-08"
1.226752,11.471844,24.016798,14.187715,24.83428,5.554324,3.010542,4.730059,19.181318,5.819594,9.321071,68.251923,4.2504,10.985443,50.562263,6.89542,12.906035,2.484107,23.870718,2.10559,13.836466,7.693634,21.536303,23.91547,32.579399,3.386683,3.371016,6.622867,13.928913,0.841263,10.401677,4.286194,15.492699,3.654206,"2017-08-09"
1.215545,11.354385,24.099422,14.02915,24.410826,5.49726,2.977976,4.624219,19.134188,5.936375,9.218845,67.54245,4.207674,10.977304,50.415424,6.767047,12.832566,2.475008,23.909754,2.09975,13.722507,7.676345,21.507626,23.541513,32.003498,3.356818,3.37602,6.626183,13.728151,0.827632,10.471604,4.307001,15.174235,3.584392,"2017-08-10"
1.198303,11.090101,23.888268,13.719574,24.003979,5.424977,2.925508,4.56264,18.898544,5.829325,8.98187,66.880249,4.176911,10.822695,48.94701,6.657015,12.603996,2.438611,23.343729,2.077847,13.513583,7.520743,21.478945,23.123037,31.692699,3.239349,3.33432,6.513426,13.345754,0.815947,10.191895,4.21337,15.002095,3.505392,"2017-08-11"
1.219855,11.266291,24.016798,13.840384,24.244766,5.516281,2.967121,4.624219,19.190741,5.887716,9.102681,67.778931,4.298253,10.863383,51.002781,6.757878,12.652975,2.475008,23.695055,2.090988,13.76999,7.602866,22.00469,23.461378,32.122334,3.259259,3.3927,7.044051,13.670793,0.82471,10.226858,4.32434,15.286129,3.527438,"2017-08-14"
1.237097,11.217349,25.026678,14.255671,24.444038,5.588563,2.983404,4.714664,19.369829,5.965571,9.074802,67.54245,4.328162,10.912208,52.07962,6.877081,12.701955,2.502306,23.636499,2.136254,13.902943,7.672023,22.320135,23.666166,32.186329,3.249304,3.391032,7.22977,13.928913,0.832013,10.174415,4.352082,15.518519,3.536624,"2017-08-16"
1.227614,11.638246,24.751255,14.0367,24.419128,5.561933,2.936364,4.693496,19.284998,5.985034,9.060862,67.826225,4.298253,10.77387,51.149624,6.753294,12.595833,2.500486,23.743851,2.128953,13.750996,7.5899,22.740728,23.612741,32.43314,3.235367,3.3927,7.150176,13.766391,0.825684,10.130709,4.334743,15.200057,3.49988,"2017-08-17"
1.231924,11.608879,24.742077,14.051801,24.294584,5.478238,2.999686,4.730059,19.02108,5.926643,8.884292,67.684341,4.328162,10.782009,51.149624,6.762463,12.661139,2.511405,23.656019,2.128953,13.608549,7.654733,22.568666,23.60384,31.921227,3.265232,3.391032,7.097114,13.56563,0.811566,10.078262,4.308734,15.441054,3.461299,"2017-08-18"
1.224166,11.510997,24.92569,13.953643,24.253069,5.520085,2.958075,4.641538,19.030504,5.902315,8.782066,67.49514,4.332435,10.733184,51.443306,6.661599,12.546855,2.504126,23.587706,2.114351,13.589557,7.581255,22.53043,23.247688,31.948656,3.205502,3.367681,7.587941,13.450913,0.805724,9.990856,4.296597,15.277519,3.446601,"2017-08-21"
1.215545,11.569726,24.714533,13.757326,24.31119,5.512476,2.925508,4.579959,19.134188,5.970437,8.902878,67.54245,4.306798,10.692497,51.443306,6.638675,12.457058,2.465909,23.587706,2.09975,13.608549,7.507777,22.616463,23.53261,32.323448,3.145772,3.372684,7.60784,13.814191,0.80475,10.05204,4.307001,15.165628,3.40802,"2017-08-22"
1.208648,11.765493,24.641087,13.779976,23.904345,5.470629,2.85314,4.522228,19.105909,5.931509,8.814592,67.49514,4.255527,10.700634,52.177513,6.501134,12.440731,2.478647,23.870718,2.069086,13.694017,7.39972,22.559107,23.630552,32.040062,3.109934,3.354336,8.045606,13.804632,0.7955,10.017077,4.293129,14.890204,3.40802,"2017-08-23"
1.218131,11.775279,24.732895,13.621413,24.028891,5.447803,2.87666,4.566488,18.973948,5.950973,8.661254,66.974861,4.340979,10.692497,52.862766,6.510303,12.416243,2.44589,23.607224,2.073466,13.713011,7.425653,22.53043,23.630552,32.561119,3.020339,3.362676,8.284388,13.709032,0.790632,9.973373,4.305267,15.096772,3.402508,"2017-08-24"
1.202614,11.687184,24.898148,13.674269,23.912643,5.432586,2.920081,4.56264,18.578068,5.921777,8.642669,66.738358,4.353797,10.668085,52.226456,6.510303,12.432569,2.429511,23.812162,2.073466,13.627542,7.378109,22.463518,23.514801,32.396576,3.054187,3.369348,8.224691,13.775952,0.789171,9.903446,4.286194,15.303341,3.395159,"2017-08-25"
1.194855,11.501209,24.732895,13.681819,23.663557,5.470629,2.949028,4.585732,18.351852,5.868253,8.568324,66.265388,4.340979,10.684361,51.932774,6.482796,12.391753,2.405853,23.52915,2.090988,13.561067,7.425653,22.387047,23.407957,32.28688,3.048213,3.371016,8.244592,13.756831,0.792579,9.807295,4.293129,15.286129,3.389648,"2017-08-28"
1.189682,11.530574,24.42075,13.349589,22.916285,5.356499,2.836857,4.466422,18.20104,5.834191,8.50327,66.170776,4.298253,10.668085,50.562263,6.381931,12.228488,2.389474,23.168066,2.053024,13.361639,7.317597,22.033363,23.105228,32.149761,2.936718,3.357672,8.118567,13.479592,0.771158,9.676181,4.258452,14.881596,3.306973,"2017-08-29"
1.200027,11.618668,24.723715,13.349589,22.916285,5.360303,2.867614,4.514531,19.02108,5.965571,8.693781,67.49514,4.345253,10.692497,50.562263,6.528642,12.212162,2.396754,23.958549,2.055944,13.390128,7.352175,22.453959,23.203169,32.588543,2.934727,3.38436,8.211427,13.575191,0.770184,9.789814,4.248048,14.631991,3.351066,"2017-08-30"
1.216407,11.892738,24.787977,13.364691,23.024225,5.402151,2.883896,4.553018,19.379255,5.916912,8.856412,68.488403,4.345253,10.71691,52.764877,6.615752,12.277469,2.44589,23.8512,2.070546,13.494591,7.451588,22.817198,23.523705,32.890202,3.103961,3.411048,8.390513,13.938472,0.783329,9.816037,4.300065,14.709454,3.336369,"2017-08-31"
1.234511,12.186387,24.806339,13.440198,23.215193,5.459217,2.92189,4.614597,19.426384,5.90718,8.888937,68.535713,4.392251,10.830832,53.156448,6.601997,12.33461,2.467728,24.007345,2.074926,13.58006,7.468877,23.113525,23.657261,33.228428,3.072105,3.40938,8.848177,14.100991,0.774079,9.772332,4.312202,14.890204,3.363927,"2017-09-01"
1.224166,11.922104,24.613544,13.357141,23.015921,5.417368,2.854949,4.545321,19.454659,5.902315,8.865705,68.583008,4.366615,10.847108,51.981724,6.501134,12.40808,2.45135,24.202528,2.070546,14.102369,7.451588,22.951023,23.666166,32.890202,3.078078,3.404376,8.735419,14.282631,0.762882,9.929667,4.287928,14.829953,3.334532,"2017-09-04"
1.22589,12.225539,24.677809,13.289185,22.816648,5.417368,2.789817,4.47412,19.520639,5.960705,8.828532,69.056,4.370887,10.895931,51.883827,6.395685,12.350937,2.44771,24.143972,2.055944,14.102369,7.326241,23.113525,23.612741,33.091309,3.175637,3.447744,8.702255,14.330431,0.7585,10.253081,4.293129,14.563134,3.305136,"2017-09-05"
1.252614,12.28427,24.641087,13.258981,23.123863,5.432586,2.786199,4.431784,19.520639,5.936375,8.786713,69.387085,4.396524,10.969168,52.324356,6.32233,12.310121,2.440431,24.046383,2.053024,14.007403,7.295986,23.008377,23.7463,33.063889,3.265232,3.46776,9.073693,14.416471,0.755579,10.349232,4.294864,14.571744,3.290438,"2017-09-06"
1.258649,12.421305,24.705353,13.296735,23.148769,5.379325,2.71383,4.397146,19.71858,5.946107,8.726307,69.718178,4.434978,11.02613,50.464367,6.294821,12.228488,2.475008,24.16349,2.048643,13.836466,7.200895,23.218676,23.88876,33.301559,3.231385,3.461088,8.974199,14.779752,0.760447,10.366714,4.32434,14.244674,3.273904,"2017-09-07"
1.272443,12.460458,24.907326,13.258981,22.741924,5.43639,2.751823,4.358659,19.680878,6.004498,8.809945,69.576286,4.422159,10.952893,50.317524,6.372762,12.212162,2.489567,23.978069,2.053024,13.978915,7.308952,23.390738,24.164774,33.804325,3.157718,3.477768,8.994099,14.89447,0.759474,10.139449,4.334743,14.399602,3.233485,"2017-09-08"
1.278477,12.382153,25.201111,13.613863,23.331436,5.512476,2.827811,4.483741,20.00135,6.053156,8.986517,69.907379,4.481976,10.993581,52.422245,6.606583,12.595833,2.531424,24.329395,2.083687,13.969418,7.468877,23.677505,24.841461,34.02372,3.263241,3.52614,9.053794,15.104791,0.766289,10.130709,4.386761,14.78692,3.450275,"2017-09-11"
1.273305,12.489823,25.109304,13.651616,23.588829,5.565737,2.912844,4.622295,20.020203,5.985034,8.98187,69.056,4.43925,11.02613,52.324356,6.712031,12.685629,2.495026,24.329395,2.10413,14.111866,7.542355,23.610594,25.019537,33.978008,3.328944,3.477768,9.073693,15.047432,0.76775,10.226858,4.334743,15.2517,3.479671,"2017-09-12"
1.277615,12.431093,25.04504,13.689369,23.522406,5.535303,2.961693,4.624219,20.293549,5.994766,9.009748,70.001968,4.409341,11.034267,52.07962,6.725785,12.759098,2.475008,24.348915,2.118732,14.054887,7.5899,23.849566,25.064054,34.096844,3.358809,3.45942,9.100224,15.05699,0.761421,10.392937,4.275791,15.260306,3.562345,"2017-09-13"
1.293133,12.528975,25.182749,13.651616,23.622042,5.516281,2.976166,4.529926,20.105036,5.936375,9.014396,70.001968,4.392251,11.099365,52.422245,6.689108,12.644812,2.456809,24.466022,2.136254,13.98841,7.633122,23.610594,25.072958,34.233967,3.378719,3.404376,9.319107,15.37247,0.754605,10.646423,4.279259,15.260306,3.549485,"2017-09-14"
1.266408,12.519188,25.109304,13.779976,23.522406,5.49726,2.967121,4.414464,20.048481,5.916912,9.03763,69.150597,4.362343,11.2377,52.07962,6.716616,12.506038,2.440431,23.743851,2.127493,14.149852,7.551,23.868683,25.206514,33.813473,3.342881,3.42606,9.206348,15.35335,0.759474,10.559013,4.301799,15.182843,3.490694,"2017-09-15"
1.245718,12.558341,25.219471,13.968743,23.48089,5.493455,2.972548,4.454876,20.218145,5.936375,9.163087,69.481682,4.400796,11.279602,52.764877,6.771633,12.661139,2.475008,24.065901,2.140635,14.406259,7.563966,23.753977,25.313358,34.078564,3.392656,3.432732,9.35227,15.756375,0.7955,10.559013,4.303533,15.329163,3.503555,"2017-09-18"
1.268994,12.45067,25.274557,13.991397,23.555618,5.478238,2.985213,4.541471,20.123888,5.960705,9.260666,70.001968,4.392251,11.338262,52.715927,6.780802,12.693791,2.475008,24.4953,2.149396,14.425252,7.607189,23.476767,25.322262,34.233967,3.394647,3.449412,9.46503,15.900315,0.781382,10.611459,4.307001,15.380804,3.481508,"2017-09-19"
1.261236,12.303846,24.852243,13.885687,23.539011,5.478238,2.967121,4.512607,21.349228,5.941241,9.311779,70.238464,4.375161,11.430442,53.254349,6.854157,12.693791,2.458629,24.202528,2.140635,14.51072,7.659056,23.629709,25.144186,34.444214,3.428493,3.469427,9.557889,15.622033,0.776026,10.585235,4.322606,15.036524,3.455787,"2017-09-20"
1.252614,12.431093,24.705353,13.863036,23.67186,5.512476,3.019588,4.508758,21.801662,5.941241,9.348951,69.812775,4.379433,11.514243,53.401188,6.90459,12.718282,2.44589,24.739277,2.168378,14.586693,7.771435,23.467207,25.277744,34.663605,3.444422,3.469427,9.604317,15.650821,0.775053,10.454122,4.284461,15.337771,3.45395,"2017-09-21"
1.256925,12.558341,24.56764,13.749774,23.862827,5.520085,3.019588,4.603051,21.462339,5.950973,9.330365,70.56955,4.35807,11.547765,53.841709,6.863328,12.701955,2.436791,24.836868,2.169838,14.5677,7.754146,23.44809,25.393492,35.15723,3.430485,3.432732,9.982389,15.717995,0.774079,10.593977,4.293129,15.329163,3.470485,"2017-09-22"
1.251752,12.724741,24.301399,13.538356,23.514101,5.52389,2.947219,4.50106,21.075884,5.975302,9.283897,71.752007,4.353797,11.681845,52.813824,6.762463,12.563181,2.45135,25.285788,2.158157,14.634175,7.689312,23.486324,25.295553,35.714848,3.611665,3.427728,9.783404,15.10386,0.771158,10.559013,4.279259,15.113985,3.48702,"2017-09-25"
1.265546,12.705166,24.319761,13.613863,23.638647,5.603781,3.017779,4.633841,21.047606,6.058022,9.348951,71.326332,4.353797,11.723746,52.666981,6.849573,12.465222,2.476828,25.129639,2.171299,14.852597,7.710923,23.180439,25.357878,35.614296,3.609674,3.461088,9.809935,15.151838,0.772618,10.53279,4.286194,15.07956,3.505392,"2017-09-26"
1.279339,12.636647,24.42993,13.598763,23.887737,5.660845,3.144424,4.77047,21.396358,6.067754,9.423297,71.042534,4.366615,11.673467,52.862766,6.831234,12.652975,2.45135,25.090603,2.18298,15.06152,7.840591,23.037058,25.384588,35.513741,3.607683,3.41772,9.876264,15.516481,0.783816,10.515307,4.267121,15.492699,3.536624,"2017-09-27"
1.257787,12.705166,24.43911,13.795079,23.630344,5.672259,3.169753,4.849368,21.339804,6.062888,9.423297,71.137131,4.306798,11.690227,52.862766,6.822064,12.669302,2.418592,25.373617,2.18006,15.137493,7.806012,23.295147,25.251034,36.016514,3.635557,3.396036,9.849732,15.554864,0.777,10.497827,4.225508,15.501305,3.556834,"2017-09-28"
1.254339,12.587706,24.521736,13.817732,24.369312,5.630411,3.173371,4.868612,21.528318,5.975302,9.441883,71.373619,4.353797,11.732126,52.520142,6.877081,12.865218,2.420412,25.685907,2.18444,15.052025,7.849236,23.342943,25.446915,35.65086,3.631575,3.399372,10.055349,15.689202,0.771645,10.489087,4.284461,15.509912,3.562345,"2017-09-29"
1.262098,12.979237,24.549278,13.923441,24.377613,5.710302,3.142615,4.950397,21.801662,6.004498,9.618453,72.366898,4.366615,11.706986,53.352242,6.840403,12.914198,2.438611,25.763981,2.1859,15.080514,7.866525,23.371618,25.909912,35.989086,3.591755,3.439404,10.141576,16.24576,0.757526,10.52405,4.303533,15.509912,3.593578,"2017-10-02"
1.263822,13.018389,25.017498,13.998946,24.56028,5.69128,3.138996,4.935964,21.566019,6.043425,9.618453,73.596664,4.315344,11.790787,53.890659,6.82665,12.995831,2.438611,25.383377,2.1786,14.928569,7.89678,23.677505,25.758547,35.778835,3.633566,3.4344,10.115046,16.322533,0.755579,10.489087,4.254983,15.354985,3.600927,"2017-10-03"
1.25089,13.145638,24.824701,13.681819,23.829618,5.569542,2.972548,4.789713,21.358654,6.053156,9.618453,73.691269,4.243564,11.648325,52.520142,6.679938,12.701955,2.402214,25.656631,2.142095,14.833604,7.831947,23.056175,25.74074,36.02565,3.549944,3.397704,10.081882,16.207384,0.740974,10.497827,4.208169,14.950453,3.501717,"2017-10-04"
1.240545,13.29246,25.338823,13.772428,24.012281,5.527694,2.967121,4.708891,21.537743,6.023961,9.516228,75.346718,4.311071,11.757267,54.673809,6.647845,12.759098,2.45135,25.402895,2.146476,14.738639,7.831947,22.960583,25.464722,36.144489,3.647503,3.456084,10.022185,16.121019,0.748763,10.515307,4.265387,15.019309,3.523764,"2017-10-05"
1.218131,13.321826,25.329643,13.772428,23.987373,5.455411,2.894752,4.541471,21.283249,6.019095,9.414003,74.731842,4.258945,11.606426,54.771702,6.611167,12.742771,2.402214,25.256508,2.139174,14.833604,7.909747,22.664253,25.313358,36.171909,3.583791,3.429396,9.909427,16.10183,0.742921,10.445381,4.223773,14.907416,3.575206,"2017-10-06"
1.234511,13.341402,25.494894,13.757326,23.837919,5.424977,2.815146,4.397146,21.415209,6.058022,9.423297,74.873726,4.336707,11.606426,54.820648,6.601997,12.742771,2.462269,25.461449,2.126033,14.776624,7.95297,22.817198,25.340073,36.437008,3.567863,3.46776,10.061982,16.130615,0.743408,10.340491,4.284461,14.881596,3.564182,"2017-10-09"
1.221579,13.341402,25.136845,13.69692,23.763193,5.43639,2.753632,4.302852,21.405783,6.067754,9.37683,74.164253,4.362343,11.606426,54.135387,6.592828,12.628486,2.465909,25.129639,2.108511,14.624679,7.879492,23.381176,25.197611,36.171909,3.629584,3.466092,9.91606,15.977082,0.734645,10.226858,4.274056,14.588955,3.492531,"2017-10-10"
1.235373,13.312038,25.228653,13.598763,23.821312,5.493455,2.885705,4.452951,21.76396,6.150474,9.441883,74.495331,4.43925,11.665087,54.673809,6.716616,12.685629,2.482287,25.656631,2.10705,14.539211,7.918392,23.515003,25.366781,36.409584,3.498178,3.504456,10.035451,16.159403,0.751197,10.069523,4.31567,14.890204,3.597252,"2017-10-11"
1.232787,12.626858,25.173569,13.107968,23.746586,5.489651,2.78258,4.322096,21.895918,6.335377,9.386124,76.19809,4.413614,11.614806,53.74382,6.675354,12.701955,2.509585,25.549282,2.086608,14.482231,7.879492,23.285585,25.384588,36.638111,3.476277,3.512795,9.929327,16.178596,0.738539,10.043301,4.333009,14.69224,3.534787,"2017-10-12"
1.243132,12.6758,25.201111,13.13062,23.663557,5.49726,2.744586,4.227802,22.056158,6.330512,9.321071,74.495331,4.417886,11.706986,53.205395,6.744124,12.636649,2.509585,25.588318,2.088068,14.406259,7.883814,23.515003,25.429108,36.373016,3.510124,3.506123,9.975756,16.22657,0.750711,10.165672,4.352082,14.649204,3.516415,"2017-10-13"
1.237959,12.528975,25.118484,12.949404,23.929253,5.516281,2.847712,4.273987,22.04673,6.471622,9.414003,74.731842,4.400796,11.723746,53.107506,6.80831,12.61216,2.522324,25.715187,2.092448,14.501225,7.922714,23.524561,25.518147,36.656395,3.537998,3.489444,9.922693,16.332132,0.742434,10.130709,4.333009,14.649204,3.542136,"2017-10-16"
1.247442,12.587706,25.008314,12.881448,23.240103,5.470629,2.802482,4.225878,21.829939,6.320779,9.395415,74.731842,4.430705,11.639946,52.373299,6.675354,12.473384,2.489567,26.983866,2.086608,14.339783,7.927037,23.591473,25.518147,36.208481,3.480259,3.491112,9.776771,16.456867,0.740974,10.05204,4.343413,14.597563,3.490694,"2017-10-17"
1.24658,12.577918,24.705353,12.858795,23.364649,5.390738,2.82962,4.214332,21.933622,6.306182,9.451177,74.211548,4.417886,11.631566,52.422245,6.716616,12.506038,2.507765,26.837481,2.10267,14.2923,7.91407,23.639267,25.998949,36.263321,3.382701,3.504456,9.869631,16.121019,0.740487,9.920927,4.352082,14.640599,3.490694,"2017-10-18"
1.245718,12.254906,24.861423,12.624724,22.849861,5.371716,2.778962,4.079627,21.65085,6.208865,9.339658,73.54937,4.405069,11.539384,51.247517,6.647845,12.506038,2.502306,26.720371,2.080767,13.969418,7.836268,23.209118,25.945526,36.135349,3.305052,3.532812,9.279309,16.005867,0.741461,9.807295,4.365087,14.408208,3.556834,"2017-10-19"
1.250028,12.196175,25.05422,12.89655,23.082344,5.379325,2.844094,4.093098,21.961899,6.286718,9.479055,73.643959,4.426432,11.606426,50.904892,6.712031,12.652975,2.525964,27.032663,2.093909,14.206832,7.888136,23.687063,25.998949,36.299881,3.322971,3.552828,9.438498,16.197783,0.748276,9.798553,4.386761,14.821345,3.593578,"2017-10-20"
1.237959,12.039564,24.843061,12.858795,23.173679,5.364108,2.820574,4.152753,22.320078,6.349975,9.488349,73.596664,4.460612,11.589664,51.051735,6.73037,12.742771,2.516865,27.393745,2.093909,14.320789,7.866525,23.591473,25.909912,36.510136,3.237358,3.551159,9.392068,16.898281,0.751684,9.824778,4.404099,14.735276,3.597252,"2017-10-23"
1.237959,12.323422,24.989954,12.881448,23.655254,5.451608,2.860376,4.133509,22.470886,6.330512,9.729971,73.83316,4.43925,11.690227,52.471191,7.13841,12.824404,2.513225,27.491339,2.118732,14.320789,7.944325,23.811329,25.785259,36.729523,3.587773,3.532812,9.869631,17.109392,0.744868,9.885964,4.417103,15.019309,3.610113,"2017-10-24"
1.221579,12.196175,25.081762,12.760637,23.514101,5.451608,2.811528,4.089249,22.197542,6.29645,9.60916,73.691269,4.375161,11.564524,51.492252,7.101733,12.775424,2.475008,27.374231,2.114351,14.472734,7.927037,23.601034,25.829777,36.199333,3.450394,3.481103,9.551255,17.003834,0.736105,9.676181,4.339077,15.088164,3.575206,"2017-10-25"
1.222442,12.509399,25.623425,12.926751,23.663557,5.558128,2.800672,4.087325,22.527441,6.505683,9.627747,74.069656,4.52043,11.665087,52.569088,7.308045,12.938688,2.524144,27.813389,2.134794,14.406259,7.978904,23.352501,26.381809,36.290745,3.428493,3.549491,9.829835,19.038157,0.733184,9.816037,4.443112,15.062345,3.639508,"2017-10-26"
1.248304,12.656224,25.403088,12.873897,23.505798,5.535303,2.708402,4.023821,22.320078,6.530013,9.646334,74.116951,4.516157,11.547765,52.666981,7.289705,12.775424,2.527784,27.842667,2.128953,14.149852,8.112894,23.218676,26.248253,36.464432,3.418539,3.587856,9.776771,19.105328,0.721013,9.982114,4.447447,14.554526,3.556834,"2017-10-27"
1.251752,12.705166,25.55916,12.798389,23.397861,5.561933,2.706593,4.044989,22.44261,6.598135,9.66492,73.785858,4.546066,11.598044,52.960667,7.367646,12.848892,2.529604,28.203751,2.126033,13.997907,8.195017,23.180439,26.141409,36.665535,3.575827,3.651239,9.8431,19.53714,0.725395,10.218118,4.473454,14.382386,3.577043,"2017-10-30"
1.271581,12.763894,25.706051,12.805942,23.48089,5.565737,2.708402,4.025745,22.555719,6.695453,10.194632,73.880455,4.550338,11.765647,53.890659,7.363061,12.767262,2.513225,28.213511,2.10705,14.083376,8.134505,23.304703,26.355097,36.482716,3.591755,3.657911,9.8431,19.402794,0.725395,10.270563,4.490794,14.141391,3.558671,"2017-10-31"
