"A2A.MI","AMP.MI","ATL.MI","AZM.MI","BGN.MI","BMED.MI","BAMI.MI","BPE.MI","BZU.MI","CPR.MI","CNHI.MI","DIA.MI","ENEL.MI","ENI.MI","EXO.MI","FBK.MI","G.MI","HER.MI","IP.MI","ISP.MI","LDO.MI","MB.MI","MONC.MI","PRY.MI","REC.MI","SPM.MI","SRG.MI","STLA.MI","STM.MI","TIT.MI","TEN.MI","TRN.MI","UCG.MI","UNI.MI","date"
0.936688,6.657818,20.342794,13.513926,19.962673,4.825436,10.15953,7.467714,14.7268,3.332969,6.076016,37.827534,3.203855,10.749789,40.189709,5.49238,12.095064,1.945434,12.205802,2.061838,11.234916,7.227611,14.922981,16.699614,18.234354,10.131742,3.372346,5.735578,5.623342,1.108053,9.544174,3.333742,24.059704,3.561444,"2015-09-09"
0.921399,6.715923,20.232601,13.311444,19.674675,4.728023,9.989221,7.397264,14.4745,3.373586,5.936493,38.012199,3.140818,10.605106,39.901264,5.505055,11.963755,1.955647,12.091193,2.057984,11.131411,7.239704,14.444018,16.913929,18.138798,10.018958,3.338806,5.691557,5.518232,1.094421,9.160119,3.321029,23.872385,3.529941,"2015-09-10"
0.929446,6.735291,20.147842,13.25266,19.704994,4.721063,9.805814,7.383174,14.32499,3.313855,5.913989,37.633648,3.147122,10.525534,39.420525,5.49238,11.91269,1.955647,12.205802,2.031006,11.73362,7.151021,14.725761,16.999657,18.434162,9.849783,3.347954,5.643138,5.430641,1.060342,9.102919,3.338509,23.726696,3.485174,"2015-09-11"
0.912547,6.643292,19.893557,13.043649,19.492785,4.665399,9.75996,7.284544,14.483846,3.325802,5.841977,37.569008,3.140818,10.482129,39.170544,5.357184,11.83974,1.950541,11.881079,1.995037,11.686571,7.082494,14.246799,16.879642,18.4081,9.58662,3.354051,5.590316,5.399985,1.024316,8.947662,3.333742,23.726696,3.47191,"2015-09-14"
0.909328,6.730449,20.402126,13.44861,19.560993,4.762812,9.74686,7.467714,14.455813,3.33058,5.877984,37.301258,3.167609,10.713617,39.824345,5.420557,11.941871,1.952242,12.005238,2.03743,11.70539,7.179238,14.59428,17.153965,18.390724,10.000161,3.378444,5.739979,5.518232,1.055474,9.200974,3.348043,24.309456,3.534915,"2015-09-15"
0.925422,6.720765,20.614031,13.461672,19.72015,4.776727,9.497949,7.406658,14.567945,3.399868,6.080517,36.78421,3.192824,10.930639,39.872421,5.361408,11.97105,1.9999,12.100744,2.03743,11.761847,7.227611,14.951157,17.162537,18.321228,10.300918,3.434854,5.783997,5.597064,1.079816,9.446118,3.371878,24.205395,3.579682,"2015-09-16"
0.926227,6.82729,21.029362,13.474736,19.644361,4.811519,9.609303,7.26106,14.745488,3.42376,6.013005,37.873699,3.170761,10.843831,40.382004,5.390983,12.036705,1.998198,12.167599,2.055415,11.695981,7.284044,15.289247,17.299704,18.434162,10.344778,3.43028,5.828015,5.579546,1.072026,9.478803,3.394124,24.226206,3.563101,"2015-09-17"
0.906109,6.836974,20.834408,12.945674,19.379103,4.686274,9.314539,7.153037,14.549255,3.368807,5.778967,37.993732,3.05887,10.496596,39.25708,5.323384,11.715726,2.018622,11.842875,1.978336,11.394877,7.118773,14.838459,16.416718,18.468906,10.125477,3.373871,5.616727,5.430641,1.076895,9.23366,3.367111,23.768322,3.4802,"2015-09-18"
0.915766,6.77887,21.012413,13.05671,19.33363,4.752376,9.386593,7.2047,15.025822,3.447652,5.774466,37.9291,3.139243,10.719771,39.805119,5.26001,11.8981,1.9999,12.005238,2.029722,11.441924,7.21955,15.138986,16.665321,18.677401,10.125477,3.399789,5.599121,5.515217,1.084684,9.421602,3.365522,23.809948,3.456987,"2015-09-21"
0.887601,6.764343,20.529268,12.540714,18.886477,4.543633,8.980473,6.941686,14.567945,3.340137,5.576433,37.264324,3.005289,10.303181,37.276432,5.175513,11.569826,1.94203,11.565905,1.974482,10.839719,6.949471,14.697585,16.193821,18.243042,9.680607,3.300691,5.251376,5.252588,1.0545,9.23366,3.308317,23.164747,3.316055,"2015-09-22"
0.892429,6.933815,20.817457,12.370892,18.894058,4.519279,8.770864,6.941686,14.624011,3.383143,5.522424,37.624409,3.049415,10.444524,37.545647,5.09524,11.518761,1.965859,11.861977,1.96549,10.924403,6.868851,15.223507,16.245258,18.599216,9.298395,3.335757,5.401038,5.328261,1.059368,9.151946,3.317851,22.894182,3.304449,"2015-09-23"
0.883577,6.856342,20.232601,12.377423,18.833426,4.487968,8.69881,6.777303,13.764325,3.335358,5.207371,37.264324,2.975346,10.094885,35.8246,4.850194,11.343683,1.965859,11.585006,1.939798,10.604483,6.876913,14.537932,15.662316,18.25173,9.279597,3.286971,4.99607,5.119047,1.044763,8.743378,3.276537,22.540361,3.233154,"2015-09-24"
0.911742,7.069393,21.029362,12.913015,19.363943,4.602777,9.078728,7.00744,14.250235,3.3927,5.373899,37.652107,3.10142,10.407328,37.199512,5.06989,11.832446,1.984582,12.138947,2.010453,10.914993,7.114743,15.214116,16.253832,18.52972,9.24827,3.411985,5.158938,5.337164,1.076895,8.890462,3.40048,23.518568,3.395641,"2015-09-25"
0.905305,6.832132,20.927649,12.142284,18.969847,4.348806,8.69881,6.828966,13.913836,3.332969,5.180367,36.968868,3.030504,10.094885,36.036125,4.955817,11.584417,1.959051,11.756919,1.969344,10.623301,7.078463,14.988722,15.7309,18.555782,8.828464,3.361675,4.903632,5.083436,1.056447,8.669835,3.355988,22.415485,3.306107,"2015-09-28"
0.868288,6.59003,20.529268,12.148818,18.689426,4.348806,8.554702,6.828966,13.605472,3.306688,5.130858,35.574692,3.044687,10.184154,35.622692,4.934692,11.547942,1.962455,11.460846,1.969344,10.265739,6.981719,14.791501,15.576591,18.190918,8.916183,3.384543,4.877221,5.181366,1.049631,8.882291,3.360755,22.436298,3.251392,"2015-09-29"
0.893234,6.551293,21.181932,12.527651,19.106262,4.446218,8.65951,6.9229,13.960557,3.402257,5.243377,36.119431,3.142394,10.451963,37.47834,5.019191,11.934576,1.976071,11.37489,2.027153,10.529205,7.086526,15.026288,15.816625,17.921618,8.978841,3.501935,5.110518,5.42174,1.073,8.767892,3.452917,23.185564,3.256366,"2015-09-30"
0.91818,6.63845,20.910698,12.305575,19.144157,4.522758,8.46955,6.932293,13.876457,3.395089,5.207371,35.500824,3.065174,10.437084,37.228359,5.065664,11.854331,1.965859,11.413093,2.004029,10.538615,7.090556,14.932372,15.748044,17.991116,8.884854,3.439427,5.224966,5.319358,1.026263,8.882291,3.43226,23.268812,3.321029,"2015-10-01"
0.940712,6.502872,21.063269,12.429675,19.280579,4.710627,8.535052,7.0638,13.92318,3.395089,5.360396,34.891449,3.129787,10.660258,37.930237,5.162838,11.861627,1.986283,11.37489,2.022014,10.63271,7.187301,14.556716,16.133816,17.982428,9.448774,3.46382,5.352618,5.39058,0.999,9.135603,3.449739,23.539381,3.407247,"2015-10-02"
0.943931,6.541609,21.359936,12.978332,19.856567,4.84283,8.92152,7.2047,14.390401,3.466766,5.630443,35.667019,3.162881,11.121483,38.872486,5.352959,12.109654,2.003304,11.460846,2.073399,11.027908,7.457378,14.782108,16.493868,18.37335,10.438765,3.469919,5.572709,5.564182,1.042816,9.658572,3.440205,24.18458,3.506729,"2015-10-05"
0.969682,6.580345,21.376883,13.220002,20.091515,4.877621,8.803615,7.129553,14.49319,3.536053,5.688951,35.648556,3.214887,11.30746,39.103241,5.454356,12.131538,1.989688,12.129396,2.096523,11.319601,7.529937,14.735151,16.622461,18.147486,10.112945,3.476017,5.621129,5.653209,1.057421,9.960913,3.489465,24.351084,3.563101,"2015-10-06"
0.952783,6.696554,20.859842,13.311444,20.167303,4.832393,8.947721,7.138947,14.287612,3.440485,5.747461,34.660629,3.17864,11.366973,39.285919,5.433232,12.014821,2.011814,11.967034,2.036145,11.140821,7.404976,14.744545,16.785341,17.374327,10.902431,3.431804,5.700362,5.662113,1.050605,9.764801,3.429082,24.163767,3.503412,"2015-10-07"
0.97451,6.798237,20.664888,13.644558,20.606876,5.048094,9.039426,7.284544,14.156791,3.476323,5.729458,35.205372,3.155001,11.508317,39.641666,5.424782,12.095064,2.023728,12.129396,2.045137,11.329011,7.352572,15.101418,16.279552,17.035524,10.896165,3.434854,5.924856,5.733332,1.052553,10.034455,3.457684,24.226206,3.543205,"2015-10-08"
0.964854,6.735291,20.681839,13.520456,20.083935,4.954161,9.026327,7.270453,13.85777,3.507382,5.828475,34.032787,3.189672,11.538074,40.045486,5.361408,12.175309,2.001602,12.129396,2.046422,11.451334,7.271952,15.026288,16.442434,16.757534,11.215719,3.425707,6.078918,5.817908,1.069105,10.173368,3.454506,24.413521,3.582998,"2015-10-09"
0.96083,6.754658,20.605555,13.154685,19.553415,4.814998,8.875669,7.181217,13.642848,3.54561,5.832975,34.115879,3.161305,11.47856,40.247395,5.217762,12.065886,1.9999,12.129396,2.038714,11.018498,7.130866,14.753935,15.945215,16.505608,10.883635,3.431804,6.131742,5.675466,1.038921,10.042629,3.44815,24.351084,3.544863,"2015-10-12"
0.96083,6.740133,20.893742,13.030585,19.5231,4.874142,8.823266,7.218791,13.811048,3.579059,5.67995,34.57753,3.169185,11.486,40.353157,5.154387,11.92728,2.025431,11.823774,2.043853,11.131411,7.191332,13.805402,15.962362,17.035524,10.783381,3.43028,6.131742,5.604244,1.012632,10.091656,3.465629,24.18458,3.478542,"2015-10-13"
0.958416,6.648134,20.469934,12.723598,19.31847,4.769771,8.783965,7.218791,13.465304,3.536053,5.661948,35.436195,3.180216,11.411607,40.151245,5.154387,11.693842,2.022026,11.814223,2.031006,10.933813,7.070402,13.364003,15.808054,17.495943,10.814711,3.422657,6.070115,5.515217,0.984395,10.034455,3.449739,23.789133,3.430459,"2015-10-14"
0.981753,6.914446,21.105648,12.828105,19.51552,4.804561,9.065627,7.406658,13.792358,3.605341,5.535926,35.934772,3.230646,11.560391,41.824215,5.243111,11.941871,2.059471,11.900179,2.060553,11.206687,7.167146,13.082261,16.288124,17.747875,10.777116,3.460772,6.241787,5.782297,1.022368,10.165197,3.527601,24.205395,3.523309,"2015-10-15"
0.9898,6.943499,21.139553,12.939142,19.674675,4.936764,9.176984,7.41605,13.867114,3.612508,5.324391,34.900681,3.246405,11.701735,42.256878,5.412107,12.07318,2.073088,11.795123,2.091384,11.197277,7.247766,13.07287,16.168108,17.94768,10.419968,3.474492,6.281403,5.82236,1.015553,10.083485,3.54349,24.205395,3.664241,"2015-10-16"
1.005089,6.972551,21.258219,13.29185,19.939938,4.975034,9.32109,7.505288,14.222202,3.665071,5.25688,35.879379,3.240102,11.597587,43.477959,5.500831,12.036705,2.0833,11.823774,2.1068,11.169049,7.417069,13.232524,16.159534,18.512342,10.15054,3.489737,6.391448,5.862422,1.047684,9.813828,3.575271,24.18458,3.647661,"2015-10-19"
1.016355,7.117813,21.317553,13.043649,19.924782,4.835873,9.072178,7.340904,14.091379,3.660293,5.225374,36.054806,3.232222,11.486,42.583782,5.475481,11.95646,2.0833,11.699615,2.095238,11.009089,7.38482,13.044696,16.116671,18.503656,9.937503,3.482116,6.259394,5.875776,1.018474,9.536,3.57845,24.850594,3.639371,"2015-10-20"
0.994628,7.151708,21.224316,12.997926,19.795938,4.908932,9.039426,7.284544,14.390401,3.614897,5.31539,36.110207,3.205431,11.49344,42.237656,5.568429,11.978346,2.062876,11.709166,2.069545,11.074956,7.368696,12.922607,16.39957,18.234354,10.025224,3.477542,5.929258,6.004865,1.004842,9.225489,3.553025,25.100348,3.586314,"2015-10-21"
1.009113,6.958025,21.487076,13.540053,19.833834,5.006345,9.163882,7.237577,14.4745,3.674628,5.508922,36.322559,3.292107,11.686856,43.141438,5.593779,12.437927,2.052663,11.842875,2.081107,11.263145,7.46141,13.354613,16.759623,18.130106,10.03149,3.550721,6.00849,6.196272,1.056447,9.429773,3.630886,25.516605,3.607868,"2015-10-22"
1.013941,6.962867,21.60574,14.323847,20.758451,5.142028,9.190084,7.185914,14.96041,3.712856,5.625941,36.968868,3.329929,11.552953,43.824085,5.855722,12.583828,2.049259,12.30131,2.065692,11.479563,7.513813,13.805402,17.13682,18.477592,10.244526,3.593409,6.118536,6.338716,1.112921,9.46246,3.634063,25.246038,3.637712,"2015-10-23"
1.001066,7.035498,21.402313,14.363036,21.031288,5.10376,9.078728,7.115463,14.969756,3.708077,5.567431,37.430519,3.333081,11.381852,43.718323,5.788124,12.474404,2.044153,12.788394,2.061838,11.526609,7.360634,13.617573,17.13682,18.477592,10.363575,3.582737,6.092124,6.040476,1.131421,9.380745,3.638831,25.100348,3.574708,"2015-10-26"
1.010722,6.977394,21.275171,14.147493,21.213184,5.068968,9.019775,7.101373,14.455813,3.722413,5.414406,37.171993,3.273196,11.076849,42.958759,5.728976,12.394158,2.028835,12.549628,2.068261,11.5172,7.376758,13.86175,16.991089,18.633965,10.012691,3.556819,6.070115,5.849068,1.105132,9.127434,3.62453,24.808969,3.556469,"2015-10-27"
1.008308,6.958025,21.453171,14.454479,21.44055,5.202891,9.157332,7.17652,14.483846,3.784533,5.585434,37.292023,3.336233,11.314899,43.256821,5.843048,12.547354,2.050961,12.482773,2.101661,11.648934,7.485596,13.777226,16.845346,18.799021,11.102936,3.59036,5.938061,5.813458,1.130447,9.421602,3.662667,25.100348,3.536573,"2015-10-28"
0.990604,6.943499,21.241264,14.252,21.652758,5.132865,8.783965,6.960474,14.25958,3.710467,5.535926,38.22456,3.263741,11.180997,42.612625,5.876848,12.518174,2.032238,12.673788,2.066976,11.470153,7.376758,13.758444,16.716759,19.381062,10.658067,3.561393,5.836819,5.537473,1.228789,9.421602,3.642009,24.538399,3.470252,"2015-10-29"
1.00348,6.8515,21.359936,14.297719,21.251076,5.192387,8.914971,6.899416,14.381056,3.722413,5.535926,37.615177,3.306291,11.054531,43.410656,5.817699,12.576533,2.033941,12.797946,2.03486,11.197277,7.376758,13.758444,16.845346,19.641678,10.708193,3.59036,5.907248,5.59089,1.235605,9.331717,3.676968,24.47596,3.515018,"2015-10-30"
1.009917,6.870868,21.342979,14.238935,21.205605,5.248407,8.594006,6.800786,14.371713,3.724802,5.62144,38.326118,3.340961,11.047092,43.131824,5.741651,12.627598,2.071386,13.113118,2.042568,11.234916,7.441254,13.86175,16.69104,19.858856,10.476358,3.707752,5.898444,5.662113,1.236579,9.323545,3.718282,24.517584,3.56476,"2015-11-02"
1.001066,6.744976,21.283646,14.225874,21.084343,5.216897,8.456449,6.645796,14.399745,3.743916,5.702454,38.538479,3.320474,11.166118,43.131824,5.779675,12.751612,2.054365,13.160872,2.019445,11.093774,7.521875,14.134102,16.665321,19.728546,10.864836,3.700128,5.911651,5.72443,1.229763,9.69943,3.702392,24.247017,3.518335,"2015-11-03"
0.981753,6.817605,21.148031,13.951542,21.144972,5.164378,8.521953,6.598829,14.343678,3.708077,5.832975,38.603104,3.312594,11.084287,43.054909,5.788124,12.693251,2.052663,13.26593,1.975767,11.272553,7.425131,14.368887,17.273983,19.71986,10.921228,3.712326,5.753184,5.742236,1.184,9.560515,3.699213,24.309456,3.534915,"2015-11-04"
0.984971,6.774027,21.351458,14.323847,20.963081,5.353446,8.312342,6.551862,14.483846,3.772586,5.747461,38.095295,3.262164,10.957822,42.929913,5.745875,12.547354,2.069684,13.084467,1.986044,11.17846,7.372729,14.58489,16.72533,19.963097,10.570346,3.71385,5.801604,5.786748,1.162579,9.552344,3.699213,24.288645,3.548179,"2015-11-05"
0.983362,6.730449,21.317553,14.833313,21.501179,5.458484,8.594006,6.692763,15.025822,3.751083,5.814972,38.806232,3.301563,11.084287,43.968307,6.041619,12.831857,2.061173,13.409191,2.039999,11.545429,7.493659,14.716371,16.631035,19.910976,10.482625,3.700128,5.88964,5.951449,1.134342,9.519658,3.688091,24.76734,3.808489,"2015-11-06"
0.964049,6.686871,20.368223,14.637363,21.296549,5.374454,8.371295,6.575346,14.904343,3.653125,5.73396,38.52924,3.211735,10.935506,42.747231,5.897972,12.627598,2.042451,13.332786,2.002745,11.366649,7.360634,14.528543,16.511013,19.497265,10.576612,3.628474,5.7928,5.88913,1.118763,9.625887,3.626119,24.288645,3.762065,"2015-11-09"
0.973705,6.623924,20.72422,14.807184,21.463284,5.465487,8.443349,6.65519,15.04451,3.798868,5.814972,38.556946,3.268468,11.114044,43.631794,5.986694,12.766203,2.018622,13.571553,2.03486,11.761847,7.38482,15.016894,16.511013,19.796545,10.595408,3.663539,5.797202,5.911387,1.152842,9.642231,3.694446,24.642462,3.856572,"2015-11-10"
0.972901,6.725607,20.503839,14.950883,21.402651,5.47249,8.770864,6.800786,15.306153,3.82276,5.823974,38.584641,3.235373,11.047092,43.112587,6.096542,12.868332,2.035643,13.638409,2.031006,11.827713,7.481565,14.913589,16.485296,20.043015,10.451296,3.617803,5.748783,5.902485,1.144079,9.486973,3.665844,24.621649,3.907972,"2015-11-11"
0.977729,6.667502,20.258034,14.532859,21.144972,5.290423,8.548153,6.786696,15.016476,3.820371,5.589935,41.973145,3.170761,10.742087,40.333931,6.117667,12.627598,2.020324,13.218176,2.005314,11.470153,7.372729,14.566106,16.519588,20.016605,9.981364,3.57359,5.572709,5.82236,1.118763,9.29086,3.654721,23.268812,3.747143,"2015-11-12"
1.000261,6.628766,20.461458,14.500201,21.523914,5.293924,8.574355,6.899416,15.091231,3.810814,5.661948,42.942608,3.211735,10.690014,39.891651,6.117667,12.569238,2.033941,13.370989,2.006598,11.479563,7.364665,14.199841,16.416718,19.858164,9.937503,3.555294,5.590316,5.737785,1.122658,9.339889,3.653132,23.10231,3.712324,"2015-11-13"
1.013941,6.59003,20.241077,14.663492,21.402651,5.248407,8.561255,6.828966,15.36222,3.860988,5.360396,43.210369,3.238526,10.682575,39.59359,6.003595,12.518174,2.040749,13.437843,2.010453,11.790075,7.372729,14.002621,16.639605,19.831757,9.975099,3.582737,5.48027,5.72443,1.11779,9.421602,3.675378,22.894182,3.757091,"2015-11-16"
1.031645,6.594872,20.936125,14.93129,21.599701,5.39196,8.731562,6.899416,16.006983,3.875323,5.454912,44.078266,3.318898,11.054531,40.083942,6.147241,12.904806,2.054365,13.753016,2.036145,12.429919,7.505752,13.99323,17.308273,20.33349,10.131742,3.642195,5.625531,5.875776,1.141158,9.715773,3.719871,23.393688,3.836676,"2015-11-17"
1.029231,6.706238,20.953077,14.90516,21.470863,5.300927,8.725011,6.763213,16.156498,3.837095,5.652946,44.004402,3.219615,11.047092,39.045547,6.176816,12.977757,2.042451,13.781668,2.004029,12.4111,7.409007,14.152884,16.939648,20.131037,10.200665,3.620851,5.555102,5.902485,1.122658,9.748459,3.708748,22.956617,3.808489,"2015-11-18"
1.054177,6.691712,21.003933,15.212145,21.379915,5.377955,8.770864,6.781999,16.053705,3.949389,5.684451,43.718182,3.232222,11.106606,39.045547,6.117667,12.904806,2.056067,13.791218,2.025868,12.448738,7.533968,14.05897,16.768194,20.183851,10.156805,3.631524,5.634335,5.920289,1.131421,9.723943,3.681735,22.998243,3.772013,"2015-11-19"
1.038887,6.899921,21.05479,15.244805,21.235918,5.377955,8.842916,6.664583,15.969606,3.951779,5.652946,43.801277,3.240102,11.024775,39.22823,6.134567,12.948577,2.056067,13.781668,2.000175,12.759253,7.421099,13.965055,16.97394,20.685583,9.968832,3.629998,5.766389,5.991512,1.150895,9.634059,3.732582,22.519548,3.757091,"2015-11-20"
1.04613,6.836974,21.011715,15.303591,21.182867,5.492379,8.869119,6.824269,16.091085,3.932664,5.805971,44.632248,3.246405,11.136362,39.670509,6.147241,12.970463,2.059471,13.886726,2.022014,12.636929,7.582697,13.636355,17.45401,20.879238,10.094148,3.634572,5.854426,6.022671,1.152842,9.956848,3.718066,22.852556,3.821754,"2015-11-23"
1.027621,6.793396,20.580969,14.826784,21.008554,5.327894,8.842916,6.706852,15.838787,3.85382,5.576433,44.022869,3.191248,11.195875,38.670574,5.986694,12.773498,1.9999,13.581103,1.996321,12.345235,7.437674,13.157393,16.913929,20.166243,10.037756,3.605605,5.748783,5.826811,1.122658,9.932019,3.659996,22.519548,3.767039,"2015-11-24"
1.038887,6.841816,20.899723,15.408095,21.395075,5.44947,8.928071,6.819573,15.978953,3.97806,5.877984,44.429119,3.252709,11.404167,39.458984,6.117667,12.955872,2.033941,13.657509,2.042568,12.862755,7.516401,13.298264,17.308273,20.509541,10.044022,3.64372,5.801604,5.911387,1.142132,9.90719,3.742261,23.019056,3.815122,"2015-11-25"
1.040497,6.807922,21.218472,15.512602,21.539074,5.524561,8.92152,6.890023,16.511585,3.937443,6.184035,44.530678,3.277924,11.47856,40.189709,6.134567,13.036118,2.042451,13.762568,2.052845,12.853346,7.545406,13.692703,17.608316,20.14864,10.269589,3.663539,5.933659,6.231884,1.166474,10.196872,3.755165,23.247999,3.879784,"2015-11-26"
1.052567,6.948341,21.339081,15.610577,21.493597,5.528137,8.914971,6.814876,16.016331,3.935053,6.15253,45.453979,3.273196,11.389292,39.987797,6.117667,12.992348,2.049259,13.81032,2.064407,12.900393,7.487396,13.241917,17.642612,20.342295,10.188133,3.681834,5.942463,6.098343,1.199579,10.023063,3.750326,23.081497,3.901339,"2015-11-27"
1.070271,7.016129,21.537222,15.786928,21.849804,5.571047,8.941172,6.833663,15.894852,3.973282,6.269549,44.909233,3.288955,11.471123,40.78582,6.244414,13.130951,2.042451,14.029986,2.086246,12.900393,7.516401,13.54244,17.745481,20.711994,10.250792,3.666588,5.951265,6.151759,1.191789,10.287917,3.758392,23.123121,3.911287,"2015-11-30"
1.070271,6.919289,21.270163,15.70855,21.857384,5.596076,8.92152,7.00744,16.063051,3.997174,6.143528,46.488071,3.274772,11.344657,40.555073,6.176816,13.04341,2.054365,13.982233,2.081107,12.749843,7.520545,13.749053,17.359709,20.315886,10.175603,3.65744,5.867631,6.125051,1.168421,9.973401,3.750326,22.998243,3.934499,"2015-12-01"
1.069466,6.904763,21.20986,15.780398,22.024118,5.653289,8.797065,7.012136,15.876161,4.021066,6.125525,46.626568,3.287379,11.433927,40.776211,6.193716,12.963166,2.078194,14.039536,2.072115,12.665157,7.537119,14.256189,17.522594,20.615166,10.138007,3.629998,5.819211,6.182919,1.146026,9.92374,3.766457,22.769302,3.864862,"2015-12-02"
1.059005,6.8515,20.572355,15.342778,21.75128,5.528137,8.417147,6.753819,15.483697,3.820371,5.949996,45.897163,3.219615,11.024775,39.901264,6.092318,12.605713,2.039047,13.896277,2.011737,12.42051,7.49154,14.012012,17.008232,20.227861,9.887377,3.755013,5.647541,6.000413,1.12071,9.534739,3.790653,22.228168,3.753774,"2015-12-03"
1.075099,6.841816,20.537897,15.25787,21.607283,5.553167,8.541604,6.772606,15.446321,3.808425,6.022008,45.130825,3.205431,10.868552,39.939724,6.134567,12.649483,2.052663,13.819871,2.033576,12.618109,7.454248,14.040187,17.196831,20.210258,9.718201,3.73367,5.634335,5.995962,1.136289,9.327823,3.782588,22.332232,3.863204,"2015-12-04"
1.076709,7.020972,20.804956,15.564854,21.880121,5.535288,8.430247,6.720943,15.801405,3.913551,5.995003,45.398582,3.216462,10.600745,40.487766,6.24019,12.766203,2.078194,13.944031,2.036145,12.815708,7.433531,14.218624,17.213976,20.597563,9.492635,3.724522,5.731175,5.911387,1.160632,9.120904,3.800331,22.373856,3.87481,"2015-12-07"
1.061419,6.967709,20.38283,15.133767,21.736124,5.481651,8.174786,6.509592,15.315496,3.85382,5.958997,45.195457,3.142394,10.332935,39.574364,6.121891,12.576533,2.067982,13.714813,1.997606,12.467557,7.23464,13.608181,17.093958,20.62397,9.24827,3.698604,5.607924,5.706625,1.133368,8.980201,3.761618,21.562157,3.820096,"2015-12-08"
1.067052,6.928973,20.434515,15.172958,21.448126,5.442318,8.122383,6.453232,15.418287,3.779754,5.859981,45.481678,3.172337,10.407328,39.59359,6.083868,12.583828,2.085002,13.686162,1.984759,12.382872,7.151769,13.617573,17.093958,19.972599,9.411179,3.681834,5.563906,5.706625,1.113895,9.096072,3.785813,21.562157,3.806831,"2015-12-09"
1.063029,6.938657,20.658504,15.133767,21.402651,5.44947,7.991378,6.462626,15.539763,3.777365,5.841977,44.761505,3.131363,10.414767,39.314762,6.033169,12.51088,2.093512,13.504699,1.968059,12.401691,7.139338,13.194959,17.299704,20.412714,9.555292,3.684883,5.555102,5.648757,1.092474,9.195395,3.798718,21.312401,3.869837,"2015-12-10"
1.035668,6.972551,20.486208,14.617768,20.659927,5.270682,7.834168,6.218398,15.194021,3.755862,5.850979,44.715343,3.055718,10.146959,38.78595,5.986694,12.321208,2.059471,13.361437,1.938513,12.138226,6.986027,13.007131,16.956795,20.227861,9.361053,3.626949,5.493477,5.501863,1.070079,8.980201,3.718066,21.125086,3.768697,"2015-12-11"
1.054177,6.924131,20.408674,14.140962,20.212774,5.109772,7.611458,6.086891,14.502535,3.650736,5.79697,44.696877,2.958011,9.849392,37.8437,5.99092,11.992935,2.067982,13.26593,1.902543,11.73362,6.832715,12.537558,16.416718,19.902178,9.179346,3.555294,5.216162,5.32993,1.059368,8.773284,3.661609,20.446583,3.710666,"2015-12-14"
1.087975,7.04034,20.848034,14.683085,21.061605,5.256379,8.122383,6.500199,14.773522,3.79409,5.778967,45.167755,3.07463,10.243668,39.209,6.147241,12.292029,2.07479,13.5429,1.988613,12.062949,7.110333,12.80991,17.10253,20.447922,9.505165,3.575114,5.445056,5.560682,1.118763,9.05469,3.748713,21.45809,3.86652,"2015-12-15"
1.021183,7.098444,20.753269,14.996604,21.539074,5.310015,8.187885,6.514289,15.072543,3.846653,5.769965,44.733807,3.073054,10.236227,39.439758,6.21484,12.313912,2.044153,13.447393,1.974482,12.25114,7.143481,12.772345,16.922503,20.676783,9.574088,3.529377,5.440655,5.447567,1.11,8.980201,3.739035,21.333214,3.899681,"2015-12-16"
1.022793,7.2776,21.097864,15.401564,21.781597,5.428016,8.345093,6.659886,15.530418,3.860988,5.778967,44.318321,3.140818,10.236227,39.872421,6.328912,12.488994,2.085002,13.523799,2.004029,12.25114,7.300938,12.725386,17.359709,20.967264,9.323459,3.658966,5.669549,5.583303,1.144079,8.922263,3.789039,21.66622,3.909629,"2015-12-17"
1.023598,7.311494,20.977257,15.088046,21.637598,5.363652,8.318892,6.636402,15.334186,3.82515,5.648445,45.093895,3.085661,10.04281,39.468601,6.324688,12.313912,2.073088,13.5429,1.983475,12.025311,7.238782,12.312163,16.905357,20.764809,9.417444,3.658966,5.616727,5.483765,1.111947,8.897434,3.785813,21.270775,3.87481,"2015-12-18"
0.997847,7.359915,20.968643,14.892096,21.599701,5.317167,8.220637,6.551862,15.063201,3.765419,5.580933,43.865906,3.035231,9.931226,39.25708,6.286664,12.204489,2.044153,13.447393,1.991183,12.006494,7.271932,11.814418,16.939648,20.641575,9.310927,3.620851,5.603522,5.488288,1.092474,8.839498,3.766457,21.312401,3.899681,"2015-12-21"
0.982557,7.340548,20.822189,14.787591,21.493597,5.220621,8.200987,6.528378,15.324842,3.66985,5.598937,43.607384,3.013168,10.04281,38.76672,6.176816,12.211784,2.025431,13.390089,1.991183,11.827713,7.209779,11.851983,16.665321,20.483133,9.37985,3.57359,5.502279,5.529011,1.093447,8.980201,3.697096,21.354027,3.826728,"2015-12-22"
0.986581,7.451914,21.140942,14.852909,21.849804,5.342197,8.449898,6.697459,15.623862,3.779754,5.832975,43.598156,3.073054,10.385009,39.776268,6.19794,12.343095,2.01692,13.590654,1.984759,12.100588,7.321655,12.105553,17.162537,20.544748,9.724466,3.614752,5.731175,5.655698,1.137263,9.327823,3.795491,21.478903,3.907972,"2015-12-23"
